1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,0,0.233178037,10.46635607,15,2.766821963,0,0,0,1.533643927,11,14.53364393,11.06728785,11.53364393,0,0,0,4.766821963,16,6.09860233,0.233178037,10,3.067287853,0,0,7.233178037,14.23317804,0.69953411,0,6,5.30046589,0,0,7.233178037,11.23317804,0,0,8.766821963,5,0,0,0.466356073,16,2.632246257,0,10.30046589,5.69953411,0,0,0,9.233178037,12.53364393,7.766821963,15,2.466356073,0,0,0,0.766821963,11.46635607,15.76682196,7.533643927,0,0,0
0,0,1,11.53568965,13.26784482,1.267844823,0,0,0,0,9.928620708,13.80353447,9.267844823,11.26784482,0,0,0,2.267844823,15.73215518,4.142758583,0,10.53568965,2.267844823,0,0,5.535689646,11.19646553,0,0,5.803534469,7,0,0,7.196465531,8.267844823,0,0,5.071379292,7.732155177,0,0,1.732155177,12.26784482,0,0,8.071379292,5.660775885,0,0,0,13,5.535689646,7.196465531,14.39293106,1.464310354,0,0,0,2.267844823,14.73215518,14.26784482,4.464310354,0,0,0
0,0,0.631649469,11.15824735,13.73670106,2.736701061,0,0,0,0,3.158247347,14.26329894,14.10505159,13,0,0,0,1,8.579793633,6.841752653,1.105051592,13.63164947,2.841752653,0,0,3.736701061,13.05319576,4.421546286,0,7.263298939,8,0,0,5.105051592,9.736701061,0,0,6.526597878,8,0,0,2.368350531,13.73670106,3.210103183,0,5.894948408,10.26329894,0,0,0,11.42154629,14.73670106,10.47340212,14.15824735,8.841752653,0,0,0,1.894948408,9.789896817,15.63164947,11.57845371,1.473402122,0,0
0,0,3.740188009,12,10.1480376,0.148037602,0,0,0,0,10.44411281,11.1480376,5.148037602,10.2960752,0,0,0,1,15.7039248,6.555887195,0,10.2960752,1.703924796,0,0,2,16,1.851962398,0,5.851962398,5.703924796,0,0,3.296075204,14.40784959,8.519623982,0,7.148037602,6.555887195,0,0,0.592150407,12,5.963736788,0,9.851962398,5,0,0,0.296075204,13.2960752,2.592150407,6.296075204,14.8519624,0.851962398,0,0,0,3.296075204,15,13.7039248,6.407849593,0,0,0
0,0.820761254,9.462283763,16,15.17923875,4,0,0,0,8.283045017,15.82076125,8.25467122,7.179238746,14.64152251,1.641522509,0,0,11.28304502,12.82076125,0,0,12,7.641522509,0,0,11.28304502,11.28304502,0,0,6,11.17923875,0,0,10.35847749,11.28304502,0,0,4,12,0,0,7.179238746,13.28304502,0,0,6.179238746,11,0,0,2,16,5.358477491,3.537716237,14,4.537716237,0,0,0,9.283045017,15.82076125,15.82076125,11.28304502,0,0,0
0,0.834708513,10.49587446,16,15,3.669417027,0,0,0,8.338834054,16,7,7.661165946,14.66941703,1.669417027,0,0,11.33883405,13.49587446,0.330582973,0.165291487,12.33058297,7.669417027,0,0,11.33883405,12.49587446,0,0,6.330582973,11,0,0,10,12,0,0,4,12,0,0,7.661165946,13.66941703,0,0,6.165291487,11.16529149,0,0,2.826457433,15.83470851,4.834708513,3.330582973,14.16529149,4.661165946,0,0,0,10.49587446,16,16,11.66941703,0,0,0
0,0,3.706509505,15.70650951,10,1,0,0,0,0.58698099,11.88047148,9.706509505,11.58698099,11.70650951,0,0,0,6.293490495,15.70650951,0,1.293490495,13.17396198,2.706509505,0,0,5.41301901,14.58698099,1.293490495,0,5.293490495,7.293490495,0,0,7.41301901,8.293490495,0,0,5.293490495,8,0,0,4.293490495,12.41301901,0,0.706509505,11.41301901,8.706509505,0,0,0,14.29349049,8.82603802,11.94556654,16,2.293490495,0,0,0,3.706509505,14.11952852,13.17396198,3.58698099,0,0,0
0,0,3.125204681,14.87479532,10.6260234,1.125204681,0,0,0,0.500818724,11.6260234,13.12356723,9.749590638,7.250409362,0,0,0,2.500818724,15.74959064,2.624385957,0,11.12520468,1.125204681,0,0,3.874795319,15.12520468,0,0,7,5.250409362,0,0,2.624385957,12.25040936,0,0,3.125204681,8.874795319,0,0,1.749590638,11,0.500818724,0,6.749590638,9,0,0,0,10.3739766,8.876432767,8.874795319,15.74959064,4.375614043,0,0,0,1.874795319,10.37561404,15.87479532,9.125204681,0,0,0
0,0,3.890000639,14.94500032,12.67000192,0.94500032,0,0,0,0.05499968,10.89000064,12,13,8.835000959,0,0,0,2.164999041,15.05499968,4.219998722,1.05499968,15.89000064,0.94500032,0,0,4.109999361,16,2.94500032,0,10.10999936,6,0,0,3.109999361,15,1.94500032,0,8.05499968,8.05499968,0,0,2.835000959,16,1,0,12,6.109999361,0,0,0,12.89000064,11.05499968,8.94500032,15,1,0,0,0,3.94500032,13,13.10999936,2.274998402,0,0,0
0,0,2.049926146,12.0332841,10.98335795,0.983357951,0,0,0,1,16,12.9667159,9.033284097,8.049926146,0,0,0,4,14.01664205,1.033284097,0.016642049,11.0332841,1.049926146,0,0,5.983357951,9,0,0,6.983357951,5.049926146,0,0,4.033284097,8.983357951,0,0,5.966715903,7.016642049,0,0,2.033284097,12.0332841,0,0,9.950073854,6,0,0,0.016642049,10.09985229,9.033284097,12.95007385,15.98335795,2,0,0,0,2.049926146,12,13.98335795,3.049926146,0,0,0
0,0,3.552708796,15.10541759,11.65812639,1.552708796,0,0,0,0,11.4472912,7.894582407,5.131038426,12.5527088,0,0,0,2.552708796,16,4.447291204,0,8.552708796,3.236456018,0,0,4.552708796,10.76354398,1.552708796,0,4.105417593,7,0,0,4.447291204,7.552708796,0,0,4,8,0,0,3.105417593,13.10541759,0,0,6.447291204,6.658126389,0,0,0,12.5527088,8.658126389,2.789164815,13.5527088,2.552708796,0,0,0,3.552708796,12.89458241,15.5527088,8.210835185,0,0,0
0,0,5,14.5555867,14.4444133,2.333239898,0,0,0,0.444413299,15.4444133,3.666760102,5.777933504,10.7776532,0.888826599,0,0,5.333239898,13.1111734,1.777653197,0,8.333520204,2.888826599,0,0,4.444693606,14.6667601,1.333239898,0,3.777933504,7,0,0,5.333520204,12,1.111173401,0,2.666760102,8,0,0,2.222346803,11.3332399,0,0,3.111173401,10.3332399,0,0,0,14,1.555586701,0.555586701,11.3332399,4.555586701,0,0,0,6,14.8888266,13.8888266,8.444413299,0.444413299,0,0
0,0,2.924033988,14.92403399,12.22789804,2.075966012,0,0,0,0.924033988,15.62016994,14,13.07596601,11.15193202,0,0,0,4.620169939,16,11.3922719,0.075966012,11.15193202,4.924033988,0,0,3.924033988,11.37983006,10.46823791,0,3.303864049,8,0,0,5.924033988,8.379830061,0,0,4,8,0,0,3.924033988,11.15193202,0.075966012,0,8.924033988,7.151932024,0,0,0,14.77210196,12.84806798,9.075966012,13.15193202,5.075966012,0,0,0,3.075966012,12.22789804,14.07596601,11.69613595,0,0,0
0,0,2.905094328,13.85764149,10.14235851,1,0,0,0,0,11.95254716,9.189811344,9,11.95254716,0,0,0,2,16,4.857641492,0,8.094905672,5.810188656,0,0,4.047452836,8.189811344,0.952547164,0,3.094905672,7,0,0,5.142358508,7.047452836,0,0,4,8,0,0,2,12,0,0,7,5.094905672,0,0,0,12.04745284,6.905094328,5.142358508,13.14235851,2,0,0,0,2.952547164,14.04745284,14.95254716,5.952547164,0,0,0
0,0,7.097890556,13.58042189,13.67831244,3.258734333,0,0,0,0.580421889,15.58042189,12.67831244,7.097890556,11.41957811,0,0,0,3.580421889,14,0.419578111,0,11.09789056,3.160843778,0,0,7.160843778,10.83915622,0,0,6.678312444,7.580421889,0,0,6.321687556,9.678312444,0,0,6.321687556,8,0,0,2.321687556,11.41957811,0,0,10.41957811,5.419578111,0,0,1.160843778,16,10.58042189,12.83915622,14.83915622,0.839156222,0,0,0,6.258734333,13.58042189,12.32168756,2.160843778,0,0,0
0,0,4.364970023,14.04745503,13.68248501,1,0,0,0,0.317514989,14.68248501,6.905089932,8.635029977,8.682485011,0,0,0,4,14.63502998,0.952544966,0,11.31751499,2,0,0,6.729940046,15.04745503,0.317514989,0,6.952544966,6.682485011,0,0,7.364970023,12,1.364970023,0,4.317514989,8,0,0,3.682485011,10.95254497,0,0,4,9,0,0,0,14.31751499,3.905089932,1.952544966,10.95254497,5.952544966,0,0,0,5.682485011,14.31751499,13.63502998,8.317514989,0,0,0
0,0,14.92656265,16,13.02937494,2.01468747,0,0,0,3.044062409,15.01468747,2.058749879,9.98531253,14.98531253,1.98531253,0,0,8,12.05874988,0.044062409,0,10.04406241,7.97062506,0,0,8.044062409,12.02937494,0,0,4.044062409,11.97062506,0,0,8.98531253,12,0,0,4,12,0,0,8,12.01468747,0,0,9,8.01468747,0,0,5.97062506,15.01468747,4.058749879,10.97062506,14.02937494,2.01468747,0,0,0,11.97062506,16,15,3.044062409,0,0,0
0,0,4.56279911,14.06200148,15.43720089,6.750398813,0,0,0,0,14,14.24960119,7.249601187,13.43720089,2.187599703,0,0,6.062001484,12.56279911,1.812400297,0,7.43720089,4.750398813,0,0,7,8.187599703,0,0,4.624800593,8,0,0,7.43720089,8.750398813,0,0,8.062001484,8,0,0,3.375199407,11,0,0,9.624800593,6.43720089,0,0,0,14.43720089,6.062001484,6.87440178,13.62480059,1.624800593,0,0,0,5.187599703,12.56279911,14,5.249601187,0,0,0
0,0,4.182930282,13.90853486,14.63413944,2.817069718,0,0,0,0,12,10.36586056,5.548790845,12.81706972,0.908534859,0,0,2.725604577,13.18293028,0.182930282,0,15.81706972,3.817069718,0,0,3.908534859,11.36586056,0,0,12.5426743,6,0,0,5,10.27439542,0,0,11.5426743,4.274395423,0,0,2.091465141,13.09146514,0,0,9.274395423,6.091465141,0,0,0,13.81706972,3.365860564,4.365860564,12.18293028,0.182930282,0,0,0,3.091465141,13.81706972,13.81706972,5.908534859,0,0,0
0,0,2.278698166,11.13934908,15.13934908,3.139349083,0,0,0,0,9.836094498,13.27869817,5.139349083,12.41804725,0,0,0,0.418047249,14.27869817,4.114792664,0,5.418047249,4,0,0,4.860650917,11,0.418047249,0,4,6.278698166,0,0,6.721301834,11.44260367,0,0,7.278698166,6.139349083,0,0,3.581952751,13.72130183,0,0.860650917,13,5,0,0,0,13,10,13.13934908,13.58195275,0,0,0,0,3.139349083,11.13934908,13,1.860650917,0,0,0
0,0,3.857853365,15.43141346,10.28429327,1,0,0,0,0,11.56858654,10.71073317,11.28429327,11.85785337,0,0,0,5.573560096,16,0.568586539,0.857853365,12.28429327,2.857853365,0,0,5.857853365,14.14214663,1.568586539,0,5,7,0,0,8,8,0,0,4.857853365,8,0,0,4,13.14214663,0,0.857853365,11.28926683,9.284293269,0,0,0,14,10.14214663,13.71570673,16,2.142146635,0,0,0,3.857853365,14.85785337,12,3.142146635,0,0,0
0,0,3,12.40615023,14.18769954,2,0,0,0,4.593849768,16,13.2184507,11.03075116,11.7815493,0,0,0,5.375399073,15.40615023,2,0,13.62460093,4,0,0,6,12.40615023,0,0,9.436901391,6,0,0,5.187699536,13,0,0,8.624600927,7.812300464,0,0,0,16,0,0,10.40615023,7,0,0,0,9.593849768,10.81230046,8.406150232,15.59384977,1.406150232,0,0,0,2,10.40615023,15.59384977,6.406150232,0,0,0
0,0,1,13,14.35176131,9.592954776,0,0,0,0,9.648238694,12.70352261,10.94471608,15.64823869,2.944716082,0,0,0.703522612,15.35176131,1.75880653,1.296477388,9.351761306,5.296477388,0,0,5,13,1.75880653,0,5.296477388,8.648238694,0,0,6.055283918,10.59295478,0,0,5.703522612,7.351761306,0,0,1.703522612,13.35176131,1.648238694,0,9,5.055283918,0,0,0,12.35176131,11.70352261,7.703522612,12.75880653,1.407045224,0,0,0,2.351761306,14.29647739,13.40704522,5.462329141,0,0,0
0,0,3.588195097,14.52939837,13.4118049,1.941203268,0,0,0,0,12.5881951,14,14,13,0,0,0,1.588195097,14.4118049,1.882406537,1,13.52939837,3.470601634,0,0,3.529398366,13.35300817,1.882406537,0,8.588195097,8,0,0,5,14.05879673,0,0,4.529398366,8,0,0,2.470601634,14.05879673,1.529398366,0,7.470601634,8.470601634,0,0,0,12,12.5881951,11.5881951,15.52939837,4.941203268,0,0,0,4,14.47060163,15.52939837,8,0,0,0
0,0,2.45079467,13.90158934,13.29523198,2.64761599,0,0,0,0.90158934,12.90158934,10.64761599,11.35238401,12.09841066,0,0,0,5.35238401,15.54920533,1.09841066,0.90158934,15.45079467,2,0,0,4.54920533,16,1.45079467,0,7.09841066,8,0,0,7.09841066,10.64761599,0,0,7.09841066,8,0,0,5,13.19682132,0.54920533,0,9.45079467,8,0,0,0.54920533,15,8.74602665,7.54920533,16,3,0,0,0,3.54920533,13.64761599,14.90158934,5,0,0,0
0,0,4.853619637,13.71340491,6.859785272,0,0,0,0,0,14.71340491,7.432975453,12,4.146380363,0,0,0,5.286595091,13.14638036,0.286595091,2.140214728,14.57319018,2.140214728,0,0,4.286595091,12,0,0,11,7.140214728,0,0,5.146380363,12.28659509,0,0,8.713404909,7.713404909,0,0,3.853619637,15.28659509,0,0,8.286595091,8.713404909,0,0,0.713404909,14.42680982,2.286595091,4.573190181,13.85978527,1.713404909,0,0,0,4.426809819,15.28659509,14.71340491,4.713404909,0,0,0
0,0,0,11.67696165,15,5.93823009,0.323038348,0,0,0,7.646076697,9.323038348,8,15.32303835,1.615191742,0,0,1.353923303,12.96911505,0.646076697,0,9.646076697,5.93823009,0,0,5.646076697,10.67696165,0,0,5.615191742,8.323038348,0,0,8,5.292153394,0,0,8.323038348,6.646076697,0,0,3.93823009,10.06176991,0.323038348,2.292153394,14.6460767,4.030884955,0,0,0.969115045,13.32303835,14.3539233,16,12.6460767,0.676961652,0,0,0,1.676961652,9.676961652,12.6460767,1.646076697,0,0,0
0,0,2,12.38642516,13.61357484,3.613574845,0,0,0,0,9.772850311,13.84072453,12.61357484,12.61357484,0,0,0,2,15,1.840724534,1,14.38642516,4,0,0,5.159275466,11.45429938,0,0,12.38642516,5.613574845,0,0,5.386425155,9.772850311,0,0,11.61357484,8,0,0,5,10.15927547,0,0,14.15927547,4.613574845,0,0,0.613574845,13.77285031,9,11.06787422,14.38642516,1,0,0,0,4.386425155,11.31855093,14.84072453,4.454299379,0,0,0
0,0,2.182705189,12.81729481,12.36541038,1.365410378,0,0,0,0,14.26917924,11.81729481,8.817294811,10.54811557,0,0,0,2.548115567,15.81729481,1.817294811,0,8.634589622,1.182705189,0,0,3.817294811,15.81729481,1.365410378,0,3.817294811,5.182705189,0,0,2.182705189,15.08647405,3.634589622,0,2.365410378,8.634589622,0,0,0.182705189,13.08647405,0,0,5.817294811,7.817294811,0,0,0,11.81729481,6.451884433,4.817294811,14.81729481,3.634589622,0,0,0,2,13,15,6.548115567,0,0,0
0,0,4,12.56358494,15.71820753,8.718207528,0.281792472,0,0,0,13.28179247,11.12716989,6.254339775,14.28179247,4.127169888,0,0,4.436415056,13.56358494,1,0,11.15462258,4.845377416,0,0,4.563584944,12,0,0,8,8,0,0,6.563584944,11.71820753,0,0,9.718207528,7.281792472,0,0,4.408962359,14.15462258,0,1.436415056,15.43641506,3.563584944,0,0,0.845377416,16,11.87283011,14.71820753,11,0,0,0,0,6,14.71820753,10.28179247,0,0,0,0
0,0,5,14,10.7855499,0.785549901,0,0,0,1,16,11,8.643350296,11,0,0,0,4,14.60722505,1.821675148,0.607225049,11.4289002,4,0,0,6.178324852,9.392774951,0,0,5.607225049,8,0,0,6.785549901,8,0,0,5.571099802,8,0,0,4,12.82167515,0,0,8.178324852,5.607225049,0,0,1.392774951,16,11,10.7855499,14.60722505,1.214450099,0,0,0,5,12.7855499,13.39277495,4.821675148,0,0,0
0,0,7.786701779,12.42659644,7.426596442,0.639894663,0,0,0,0,14.21329822,7.786701779,15,14.21329822,0.213298221,0,0,3.213298221,13.57340356,0,5.360105337,14.57340356,2.853192884,0,0,4.786701779,11.21329822,0,0,8.786701779,8,0,0,7.360105337,8,0,0,5,8,0,0,4.786701779,11.21329822,0,0,8,7.786701779,0,0,1.213298221,15,2.853192884,2.853192884,14.21329822,4.360105337,0,0,0,6,15,16,11.14680712,0.786701779,0,0
0,0,3.591956613,14,14.18391323,3,0,0,0,0,12,10,5.816086775,12.59195661,0.591956613,0,0,3,13.81608677,0.408043387,0,15.59195661,5.224130162,0,0,4.408043387,11.40804339,0,0,12.59195661,5.591956613,0,0,5.408043387,10.81608677,0,0,10.77586984,4,0,0,2.816086775,13,0,0,9.408043387,5.183913225,0,0,0.408043387,14,4.224130162,4.408043387,12.81608677,0.816086775,0,0,0,3,13.59195661,13.59195661,6,0,0,0
0,0,2.275040805,8.733442148,14.63327893,6.633278926,0,0,0,0,11.27504081,15,6.366721074,14.09168027,2.908319732,0,0,0.458401342,15.72495919,6,0,4.641761879,8.908319732,0,0,8,4.366721074,0,0,4.091680268,8,0,0,6.183360537,7,0,0,5.275040805,7.724959195,0,0,3.091680268,12.72495919,0,0.091680268,13,1,0,0,0,10.36672107,10.81663946,8.458401342,10.90831973,0,0,0,0,1.366721074,13,10.81663946,1.908319732,0,0,0
0,0,1.333047566,11.66609513,15.33304757,2.666095131,0,0,0,0,11.33304757,13.33390487,10,13,0,0,0,2.666095131,15.33304757,3.333904869,0,15,2.666952434,0,0,3.666095131,13.9991427,0.333047566,0,8.666952434,7.333047566,0,0,6.666095131,9.999142697,0,0,9.333904869,8,0,0,2.999142697,12.9991427,0.333047566,0,10.33390487,8,0,0,0.333047566,13.66609513,6.998285394,6.666095131,16,3,0,0,0,2.666095131,14.33304757,15.33390487,9.001714606,0.666952434,0,0
0,0,3.58231485,12.87347227,12.12652773,0.708842575,0,0,0,1,14.29115742,11.29115742,10.87347227,8.58231485,0,0,0,4.291157425,16,2.708842575,0.291157425,11.70884258,2.291157425,0,0,4.291157425,13.29115742,1.291157425,0,7.544212876,6.58231485,0,0,5.41768515,12,0,0,4.708842575,8,0,0,3,13.29115742,0.58231485,0,5.455787124,9,0,0,0,14.12652773,9.164629699,4.873472274,13.29115742,8.291157425,0,0,0,5,15.29115742,15.29115742,9.291157425,0,0,0
0,0,3.104024731,15.10402473,10,1,0,0,0,1.791950538,13.68792581,9.104024731,12.79195054,11.10402473,0,0,0,6.895975269,15.10402473,0,1.895975269,15.58390108,2.104024731,0,0,4.208049462,15.79195054,1.895975269,0,5.895975269,7.895975269,0,0,6.208049462,8.895975269,0,0,5.895975269,8,0,0,4.895975269,11.20804946,0,0.104024731,10.20804946,8.104024731,0,0,0,14.89597527,6.416098925,7.728173118,16,2.895975269,0,0,0,3.104024731,12.31207419,15.58390108,4.791950538,0,0,0
0,0,4.447002998,14.88249251,8.552997002,0.447002998,0,0,0,0,15,16,15.7764985,9.670504497,0,0,0,3,16,13.21198801,3.882492505,12.3294955,3,0,0,4.776498501,8,3.105994004,0,4.329495503,7.223501499,0,0,5.670504497,5.776498501,0,0,6.552997002,7.223501499,0,0,2.670504497,10.105994,0,0,11.2235015,5.776498501,0,0,0,13.2235015,1.894005996,7.564510493,14.552997,0.223501499,0,0,0,5.447002998,15.2235015,12.552997,2.329495503,0,0,0
0,0,2.328962629,13.32896263,9.657925258,0.328962629,0,0,0,0,14,12.31585052,12.32896263,7.986887886,0,0,0,4.355186856,16,2.315850515,0.328962629,15.34207474,0.657925258,0,0,4.342074742,13.31585052,0.657925258,0,9.684149485,5.328962629,0,0,6.684149485,13,0.328962629,0,7.671037371,7.328962629,0,0,1.657925258,15.01311211,0,0,9.657925258,7.671037371,0,0,0,13.32896263,3.986887886,6.328962629,15.34207474,1,0,0,0,3.328962629,16,14,4,0,0,0
0,0,5.411245134,15.41124513,16,7.644980538,0,0,0,0.411245134,15,11.58875487,5.411245134,15.58875487,2.411245134,0,0,5.233735403,16,2.588754866,0,11.58875487,8.411245134,0,0,9.644980538,14,0,0,9.588754866,10.41124513,0,0,8,14.2337354,0,0,9.177509731,12.58875487,0,0,4,16,2.056225672,0,6.056225672,13.35501946,0,0,1,14.58875487,10.64498054,4.233735403,13.64498054,7.121284059,0,0,0,5,15,16,11.29879379,0.588754866,0,0
0,0,7.907327904,12.13900814,7.139008144,0,0,0,0,0,14.0926721,8.046336048,15.04633605,13.67564766,0,0,0,3.046336048,13.81465581,0,6,15,1.907327904,0,0,5.139008144,10.86099186,0,0,9.092672096,7.768319759,0,0,8,8,0,0,5.139008144,7.860991856,0,0,5.092672096,10.95366395,0,0,7.860991856,7.907327904,0,0,1,15,2.092672096,1.953663952,13.9073279,4.953663952,0,0,0,6.092672096,15.04633605,16,11.95366395,0.953663952,0,0
0,0,7.22714862,14,7.515234253,0.77285138,0,0,0,2.22714862,15.48476575,12.48476575,16,11.28808563,0.515234253,0,0,6.484765747,13.22714862,0.742382873,8.030468507,14.25761713,1.77285138,0,0,7,10.22714862,0,0,11.96953149,4.77285138,0,0,4,8.257617127,0,0,8,8,0,0,4,12.25761713,0,0,9,7.22714862,0,0,2.742382873,15.25761713,5,6.257617127,15,4.45429724,0,0,0,7.742382873,15.74238287,15.74238287,8.22714862,0,0,0
0,0,5.521362749,15,8.478637251,0,0,0,0,2.239318626,15.23931863,7.478637251,14.56408825,5.478637251,0,0,0,6.239318626,11.9572745,1.478637251,7.84613237,13.28204412,2,0,0,7.239318626,6.760681374,0,0,9.042725498,6.239318626,0,0,7.239318626,5,0,0,7.042725498,8,0,0,4,10,0,0,9.282044123,7.239318626,0,0,0,12.23931863,7.521362749,4.239318626,15,2.239318626,0,0,0,2.478637251,12.71795588,12.47863725,7.521362749,0,0,0
0,0,3.574986158,12.63752076,15.78749308,4.425013842,0,0,0,0,13.72495847,14.57498616,5.574986158,15,0.637520763,0,0,2.362479237,15.57498616,10.14997232,0,8,4,0,0,3.149972316,11.85002768,3.212506921,0,4.212506921,8,0,0,4.787493079,9.062534605,0,0,8.574986158,6.787493079,0,0,1.212506921,12,0,0,12.78749308,5,0,0,0,13.42501384,9.787493079,13.57498616,11.63752076,0,0,0,0,3.787493079,12.21250692,13,0.787493079,0,0,0
0,0,6.15439936,14.84560064,9.15439936,0.30879872,0,0,0,1,15.15439936,13.69120128,15.84560064,7.15439936,0,0,0,4.46319808,13,0,6.69120128,15.53680192,1.15439936,0,0,6.30879872,12,0,0,12.53680192,7.69120128,0,0,7.15439936,12,0,0,11.38240256,8,0,0,6,13,0,0,11.69120128,8,0,0,1.69120128,14.84560064,10,7.69120128,14.84560064,4.30879872,0,0,0,5,12.61759744,13.46319808,6.46319808,0,0,0
0,0,2,11.81594694,11,2,0,0,0,0.815946943,14.63189389,12.18405306,9.368106114,12.81594694,0,0,0,6.184053057,13,1,0,13.63189389,1.815946943,0,0,6.184053057,11.44784083,0,0,7.815946943,7.447840828,0,0,7.631893886,11.63189389,0,0,7,8,0,0,4.447840828,14.63189389,0,0,7.552159172,8.631893886,0,0,0,12.44784083,9.184053057,7.631893886,15.18405306,3.815946943,0,0,0,2.815946943,12.63189389,15.81594694,8.184053057,0,0,0
0,0,6,14.35493155,8.709863109,0,0,0,0,0,15.35493155,9.645068446,16,7.967602668,0,0,0,3.354931554,11.29013689,0,6.967602668,15,0,0,0,7.032397332,8.322534223,0,0,11.32253422,3,0,0,8,8,0,0,8,5,0,0,7,10.32253422,0,0,5.967602668,6.645068446,0,0,1,15,4.967602668,2.290136891,12.64506845,4,0,0,0,7.354931554,16,16,10.35493155,0,0,0
0,0,3,12.55653496,11.33039511,0.443465038,0,0,0,0.443465038,12.33039511,11,10.55653496,6.330395115,0,0,0,2.886930076,16,4.669604885,0,10.88693008,1.443465038,0,0,2.886930076,13.55653496,1,0,7.330395115,5.443465038,0,0,4.330395115,11.44346504,0,0,3.330395115,8.556534962,0,0,2.443465038,13.55653496,0,0,4,9,0,0,0,13.33039511,8.556534962,5.669604885,12.44346504,8.556534962,0,0,0,3.330395115,12.77386015,15,10.66960489,2.226139847,0,0
0,0,2.160216223,13.67956755,12.48064867,2,0,0,0,0.801081114,12.64086489,12.83978378,7.320432446,13,0,0,0,5.320432446,15.83978378,1.160216223,0,12,3.160216223,0,0,6,12,1.679567554,0,4.480648668,7.679567554,0,0,6.839783777,8.801081114,0,0,7,7.839783777,0,0,0.839783777,14.32043245,0.839783777,0,9.160216223,6.160216223,0,0,0,9.160216223,10.83978378,7.160216223,16,1,0,0,0,2,11.67956755,16,7.679567554,0,0,0
0,0,2.238669312,13.23866931,15.64199603,3.641996032,0,0,0,0,11.88066534,12,10.35800397,12.52266138,0,0,0,3.761330688,15.88066534,2.238669312,0.119334656,15.11933466,1.880665344,0,0,4.880665344,16,1.238669312,0,8.238669312,7.761330688,0,0,7.403326721,12.35800397,0.238669312,0,8,8,0,0,4.761330688,15.11933466,1,0,9.358003968,7.761330688,0,0,0.880665344,14.76133069,11,8.119334656,15.88066534,2.761330688,0,0,0,4,14.76133069,13.88066534,4.641996032,0,0,0
0,0,6.108059199,11.8919408,5.189254401,0,0,0,0,0,15,15.1080592,15,5.891940801,0,0,0,3,15.4053728,3.513431999,2.4053728,11.1892544,2.891940801,0,0,4,14.8107456,1.4053728,0,7.5946272,7.2973136,0,0,6.810745599,10.5946272,0,0,6.5946272,8,0,0,4.7026864,10.1892544,0,0,11.1892544,6,0,0,0,15,5.783881601,10,13.7026864,1.7026864,0,0,0,6.4053728,15.7026864,10.5946272,2.2973136,0,0,0
0,0,2.128087695,13.87191231,10,0.064043847,0,0,0,0,9.25617539,10.12808769,10.06404385,6.25617539,0,0,0,0.128087695,16,2.064043847,0,12,2.064043847,0,0,4,12.06404385,0,0,8.128087695,5.064043847,0,0,5.064043847,8.192131542,0,0,9.064043847,7.935956153,0,0,3.064043847,12,0,0.064043847,14,3.064043847,0,0,0,11,6.192131542,7.320219237,13,0,0,0,0,3.064043847,15.74382461,14.74382461,3,0,0,0
0,0,3.155529847,14.15552985,10,0.844470153,0,0,0,0.466589541,12.62211939,9,9.155529847,11.22235076,0,0,0,2.777649235,15.84447015,4.688940306,0.155529847,8.466589541,5.377880612,0,0,4.622119388,7.688940306,0.844470153,0,3.466589541,7,0,0,5.466589541,6.688940306,0,0,4,8,0,0,2.311059694,11.68894031,0,0,7,5.466589541,0,0,0,12.15552985,6.844470153,5,13.31105969,2.155529847,0,0,0,3.155529847,14.15552985,14.84447015,6,0,0,0
0,0,4.396836061,13.60316394,9.809491818,3,0,0,0,0.603163939,14,15.39683606,16,13.20632788,0,0,0,3,15.60316394,1.603163939,3,11.39683606,4.396836061,0,0,5.206327878,10.60316394,0,0,6.396836061,6.793672122,0,0,5.809491818,11.0158197,0,0,8.396836061,7.396836061,0,0,2.793672122,13.41265576,0.396836061,0.396836061,14.39683606,4.190508182,0,0,0,13.19050818,8.381016365,11,13,0,0,0,0,3.603163939,12.39683606,13,2.396836061,0,0,0
0,0,0.815284181,11.44585254,14.63056836,1.815284181,0,0,0,0,9.522273451,13.36943164,7.630568363,10.36943164,0,0,0,3.445852544,14.89170509,12.26113673,0.815284181,10,0.554147456,0,0,7.261136726,15.18471582,3.369431637,0,5.815284181,3.738863274,0,0,7.445852544,12.73886327,0.554147456,0,7.630568363,5.554147456,0,0,1.630568363,16,7.445852544,0,7.630568363,8.184715819,0,0,0,9.630568363,11.55414746,7,15,3.815284181,0,0,0,0,12.44585254,15.18471582,6.554147456,0,0,0
0,0,4.495972957,11.50402704,15.75201352,9.495972957,0.247986478,0,0,0.247986478,13.49597296,9.752013522,4.495972957,13.50402704,3.247986478,0,0,5,13.74395943,0.752013522,0,10.26409465,4.495972957,0,0,4,12.49597296,0,0,7.504027043,8,0,0,6,11.25604057,0,0,10.49597296,5.760067609,0,0,3.991945913,13.51208113,0,2.991945913,14.76006761,2.256040565,0,0,0.743959435,15.75201352,11.76006761,15,9.264094652,0,0,0,0,6.991945913,14.75201352,8.760067609,0,0,0,0
