1,2,3,4,5,6,7,8
0.49,0.38,0.13,0.539,0.229,0.1355,0.165,1
0.61,0.47,0.16,1.017,0.426,0.2255,0.32,1
0.565,0.45,0.14,1.0055,0.3785,0.244,0.265,1
0.64,0.505,0.19,1.2765,0.4835,0.328,0.4,1
0.41,0.325,0.12,0.3745,0.158,0.081,0.125,1
0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365,1
0.48,0.38,0.13,0.6175,0.3,0.142,0.175,1
0.575,0.48,0.15,0.8745,0.375,0.193,0.29,1
0.645,0.52,0.19,1.3105,0.58,0.288,0.37,1
0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285,1
0.595,0.465,0.145,1.107,0.402,0.2415,0.31,1
0.46,0.355,0.11,0.415,0.215,0.082,0.13,1
0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,1
0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,1
0.55,0.46,0.13,0.7085,0.305,0.1455,0.205,1
0.51,0.395,0.12,0.6175,0.262,0.122,0.193,1
0.565,0.45,0.185,0.9285,0.302,0.1805,0.265,1
0.48,0.38,0.135,0.507,0.1915,0.1365,0.155,1
0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,1
0.375,0.28,0.1,0.2565,0.1165,0.0585,0.0725,1
0.55,0.415,0.135,0.8095,0.2985,0.2015,0.28,1
0.45,0.36,0.125,0.45,0.191,0.0865,0.145,1
0.425,0.325,0.135,0.382,0.1465,0.079,0.14,1
0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275,1
0.49,0.39,0.135,0.59,0.215,0.125,0.1845,1
0.48,0.38,0.145,0.59,0.232,0.141,0.23,1
0.455,0.345,0.125,0.44,0.169,0.1065,0.135,1
0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945,1
0.61,0.48,0.16,1.234,0.598,0.238,0.315,1
0.6,0.475,0.16,1.164,0.5045,0.2635,0.335,1
0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,1
0.65,0.515,0.185,1.3745,0.75,0.1805,0.369,1
0.66,0.5,0.155,1.3765,0.6485,0.288,0.335,1
0.715,0.52,0.18,1.6,0.708,0.3525,0.445,1
0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195,1
0.64,0.5,0.17,1.12,0.4955,0.2645,0.32,1
0.595,0.45,0.165,1.081,0.49,0.2525,0.279,1
0.645,0.51,0.19,1.4865,0.6445,0.296,0.425,1
0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,1
0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,1
0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516,1
0.62,0.48,0.18,1.1305,0.5285,0.2655,0.306,1
0.63,0.49,0.16,1.09,0.407,0.224,0.354,1
0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,1
0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,1
0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,1
0.71,0.555,0.17,1.47,0.5375,0.38,0.431,1
0.55,0.41,0.15,0.785,0.282,0.186,0.275,1
0.565,0.45,0.165,0.9765,0.322,0.244,0.37,1
0.45,0.36,0.11,0.447,0.203,0.082,0.13,1
0.525,0.41,0.15,0.708,0.274,0.151,0.25,1
0.575,0.45,0.1,0.9315,0.431,0.222,0.235,1
0.62,0.5,0.2,1.221,0.4605,0.263,0.43,1
0.56,0.46,0.18,0.97,0.342,0.196,0.355,1
0.495,0.38,0.135,0.6295,0.263,0.1425,0.215,1
0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,1
0.395,0.28,0.08,0.266,0.0995,0.066,0.09,1
0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,1
0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,1
0.515,0.395,0.14,0.686,0.281,0.1255,0.22,1
0.72,0.6,0.235,2.2385,0.984,0.411,0.621,1
0.585,0.455,0.155,1.133,0.5515,0.223,0.305,1
0.575,0.45,0.12,0.9585,0.447,0.169,0.275,1
0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,1
0.635,0.5,0.175,1.477,0.684,0.3005,0.39,1
0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,1
0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,1
0.355,0.28,0.095,0.2455,0.0955,0.062,0.075,1
0.56,0.44,0.14,0.9285,0.3825,0.188,0.3,1
0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,1
0.575,0.425,0.14,0.8635,0.393,0.227,0.2,1
0.575,0.445,0.135,0.883,0.381,0.2035,0.26,1
0.57,0.48,0.175,1.185,0.474,0.261,0.38,1
0.555,0.425,0.14,0.788,0.282,0.1595,0.285,1
0.545,0.43,0.165,0.802,0.2935,0.183,0.28,1
0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,1
0.53,0.415,0.115,0.5915,0.233,0.1585,0.18,1
0.49,0.375,0.135,0.6125,0.2555,0.102,0.22,1
0.56,0.455,0.155,0.797,0.34,0.19,0.2425,1
0.58,0.475,0.15,0.97,0.385,0.2165,0.35,1
0.63,0.48,0.16,1.199,0.5265,0.335,0.315,1
0.505,0.41,0.15,0.644,0.285,0.145,0.21,1
0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,1
0.445,0.355,0.15,0.485,0.181,0.125,0.155,1
0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,1
0.54,0.475,0.155,0.928,0.394,0.194,0.26,1
0.53,0.42,0.165,0.8945,0.319,0.239,0.245,1
0.46,0.38,0.13,0.639,0.3,0.1525,0.16,1
0.515,0.425,0.135,0.712,0.2665,0.1605,0.25,1
0.49,0.395,0.14,0.549,0.2215,0.1275,0.15,1
0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,1
0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,1
0.58,0.465,0.145,0.887,0.4405,0.1655,0.265,1
0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,1
0.39,0.31,0.1,0.302,0.116,0.064,0.115,1
0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,1
0.555,0.45,0.145,0.915,0.4,0.246,0.285,1
0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,1
0.49,0.38,0.12,0.529,0.2165,0.139,0.155,1
0.5,0.41,0.15,0.662,0.2815,0.137,0.22,1
0.565,0.49,0.155,0.9245,0.405,0.2195,0.255,1
0.575,0.47,0.14,0.8375,0.3485,0.1735,0.24,1
0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,1
0.38,0.285,0.1,0.2665,0.115,0.061,0.075,1
0.52,0.405,0.12,0.627,0.2645,0.1415,0.181,1
0.55,0.45,0.13,0.92,0.378,0.2385,0.29,1
0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,1
0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,1
0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,1
0.56,0.435,0.18,0.889,0.36,0.204,0.25,1
0.465,0.38,0.13,0.454,0.1895,0.08,0.155,1
0.52,0.405,0.14,0.5775,0.2,0.145,0.179,1
0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,1
0.32,0.245,0.075,0.1555,0.0585,0.038,0.049,1
0.555,0.425,0.18,0.875,0.3695,0.2005,0.255,1
0.475,0.35,0.115,0.452,0.1715,0.092,0.155,1
0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,1
0.41,0.32,0.115,0.387,0.165,0.1005,0.0985,1
0.61,0.475,0.14,1.133,0.5275,0.2355,0.35,1
0.58,0.445,0.15,0.8865,0.383,0.209,0.255,1
0.625,0.49,0.175,1.233,0.5565,0.247,0.365,1
0.41,0.305,0.1,0.363,0.1735,0.065,0.11,1
0.495,0.39,0.125,0.6655,0.284,0.162,0.2,1
0.47,0.345,0.115,0.4885,0.2005,0.108,0.166,1
0.445,0.33,0.12,0.347,0.12,0.084,0.105,1
0.46,0.35,0.12,0.4885,0.193,0.105,0.155,1
0.47,0.35,0.13,0.466,0.1845,0.099,0.145,1
0.585,0.475,0.185,0.9585,0.4145,0.1615,0.33,1
0.535,0.45,0.17,0.781,0.3055,0.1555,0.295,1
0.455,0.35,0.12,0.4835,0.1815,0.144,0.16,1
0.5,0.375,0.115,0.5945,0.185,0.148,0.19,1
0.525,0.4,0.17,0.7305,0.279,0.2055,0.195,1
0.59,0.44,0.15,0.9555,0.366,0.2425,0.295,1
0.43,0.325,0.115,0.3865,0.1475,0.1065,0.11,1
0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,1
0.375,0.3,0.1,0.2465,0.104,0.0475,0.083,1
0.465,0.36,0.08,0.488,0.191,0.125,0.155,1
0.525,0.4,0.13,0.8295,0.2405,0.1825,0.275,1
0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,1
0.55,0.43,0.155,0.785,0.289,0.227,0.233,1
0.53,0.455,0.165,0.9805,0.3155,0.2815,0.2965,1
0.53,0.41,0.165,0.732,0.189,0.17,0.31,1
0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,1
0.52,0.42,0.16,0.745,0.255,0.157,0.2885,1
0.425,0.345,0.11,0.3665,0.125,0.081,0.117,1
0.54,0.42,0.14,0.805,0.369,0.1725,0.21,1
0.6,0.475,0.175,1.3445,0.549,0.2875,0.36,1
0.6,0.495,0.175,1.29,0.606,0.276,0.3445,1
0.62,0.505,0.16,1.3725,0.6285,0.275,0.3685,1
0.625,0.49,0.155,1.2085,0.465,0.162,0.411,1
0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,1
0.65,0.525,0.175,1.4715,0.675,0.315,0.399,1
0.68,0.56,0.195,1.7775,0.861,0.322,0.415,1
0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,1
0.695,0.56,0.22,1.834,0.8455,0.422,0.455,1
0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,1
0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,1
0.595,0.47,0.155,1.121,0.4515,0.178,0.155,1
0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,1
0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,1
0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,1
0.62,0.51,0.18,1.3315,0.594,0.276,0.388,1
0.63,0.495,0.165,1.3075,0.599,0.284,0.315,1
0.635,0.49,0.175,1.375,0.623,0.2705,0.395,1
0.64,0.5,0.17,1.5175,0.693,0.326,0.409,1
0.645,0.52,0.175,1.636,0.779,0.342,0.432,1
0.645,0.5,0.175,1.3385,0.633,0.299,0.349,1
0.65,0.52,0.21,1.6785,0.6665,0.308,0.46,1
0.66,0.505,0.185,1.528,0.69,0.3025,0.441,1
0.67,0.525,0.165,1.6085,0.682,0.3145,0.4005,1
0.71,0.565,0.205,2.198,1.012,0.5225,0.5475,1
0.715,0.525,0.185,1.56,0.6655,0.383,0.405,1
0.735,0.6,0.22,2.555,1.1335,0.44,0.6,1
0.65,0.5,0.155,1.202,0.565,0.3135,0.294,1
0.655,0.515,0.16,1.31,0.553,0.369,0.345,1
0.66,0.53,0.185,1.346,0.546,0.2705,0.476,1
0.71,0.56,0.18,1.652,0.735,0.381,0.4525,1
0.735,0.585,0.185,2.124,0.952,0.55,0.5,1
0.745,0.565,0.215,1.931,0.896,0.4585,0.5,1
0.75,0.57,0.21,2.236,1.109,0.5195,0.545,1
0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,1
0.78,0.63,0.215,2.657,1.488,0.4985,0.586,1
0.465,0.34,0.11,0.346,0.1425,0.073,0.113,1
0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,1
0.565,0.44,0.175,0.8735,0.414,0.21,0.21,1
0.565,0.39,0.125,0.744,0.352,0.13,0.1685,1
0.6,0.48,0.155,1.014,0.451,0.1885,0.325,1
0.6,0.465,0.155,1.04,0.4755,0.25,0.28,1
0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,1
0.605,0.485,0.15,1.238,0.6315,0.226,0.33,1
0.605,0.435,0.13,0.9025,0.432,0.174,0.26,1
0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,1
0.63,0.505,0.18,1.272,0.6025,0.295,0.315,1
0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,1
0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,1
0.65,0.505,0.165,1.16,0.4785,0.274,0.349,1
0.65,0.59,0.22,1.662,0.77,0.378,0.435,1
0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,1
0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,1
0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,1
0.705,0.555,0.215,2.141,1.0465,0.383,0.528,1
0.71,0.55,0.17,1.614,0.743,0.345,0.45,1
0.725,0.6,0.2,1.737,0.697,0.3585,0.595,1
0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,1
0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,1
0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,1
0.625,0.47,0.18,1.136,0.451,0.3245,0.305,1
0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,1
0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,1
0.645,0.505,0.165,1.318,0.55,0.3015,0.335,1
0.655,0.54,0.215,1.5555,0.695,0.296,0.444,1
0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,1
0.67,0.545,0.2,1.7025,0.833,0.374,0.41,1
0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,1
0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,1
0.7,0.555,0.2,1.858,0.73,0.3665,0.595,1
0.75,0.55,0.18,1.893,0.942,0.397,0.445,1
0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,1
0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,1
0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,1
0.605,0.505,0.18,1.434,0.7285,0.264,0.431,1
0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,1
0.62,0.49,0.16,1.066,0.446,0.246,0.305,1
0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,1
0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,1
0.63,0.495,0.175,1.2695,0.605,0.271,0.328,1
0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,1
0.65,0.505,0.19,1.274,0.59,0.23,0.391,1
0.65,0.525,0.185,1.488,0.665,0.337,0.378,1
0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,1
0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,1
0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,1
0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,1
0.67,0.52,0.165,1.39,0.711,0.2865,0.3,1
0.67,0.54,0.195,1.619,0.74,0.3305,0.465,1
0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,1
0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,1
0.685,0.565,0.175,1.638,0.7775,0.375,0.438,1
0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,1
0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,1
0.71,0.56,0.22,2.015,0.9215,0.454,0.566,1
0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,1
0.735,0.59,0.215,1.747,0.7275,0.403,0.557,1
0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,1
0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,1
0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,1
0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,1
0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,1
0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,1
0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,1
0.695,0.53,0.19,1.726,0.7625,0.436,0.455,1
0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,1
0.73,0.575,0.21,2.069,0.9285,0.409,0.643,1
0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135,1
0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,1
0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,1
0.565,0.455,0.155,0.9355,0.421,0.183,0.26,1
0.57,0.46,0.155,1.0005,0.454,0.205,0.265,1
0.57,0.455,0.155,0.832,0.3585,0.174,0.277,1
0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,1
0.575,0.45,0.135,0.8245,0.3375,0.2115,0.239,1
0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,1
0.6,0.46,0.17,1.1805,0.456,0.337,0.329,1
0.6,0.465,0.16,1.133,0.466,0.2885,0.298,1
0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,1
0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,1
0.62,0.49,0.16,1.035,0.44,0.2525,0.285,1
0.62,0.495,0.17,1.062,0.372,0.213,0.34,1
0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,1
0.625,0.445,0.16,1.09,0.46,0.2965,0.304,1
0.625,0.52,0.18,1.354,0.4845,0.351,0.375,1
0.625,0.47,0.145,0.984,0.475,0.2,0.265,1
0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,1
0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,1
0.635,0.505,0.155,1.2895,0.594,0.314,0.345,1
0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,1
0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,1
0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,1
0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,1
0.66,0.51,0.175,1.218,0.5055,0.303,0.37,1
0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,1
0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,1
0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,1
0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,1
0.725,0.57,0.205,1.6195,0.744,0.315,0.488,1
0.75,0.55,0.195,1.8325,0.83,0.366,0.44,1
0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,1
0.55,0.42,0.115,0.668,0.2925,0.137,0.209,1
0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,1
0.685,0.55,0.2,1.7725,0.813,0.387,0.49,1
0.72,0.585,0.22,1.914,0.9155,0.448,0.479,1
0.505,0.385,0.115,0.616,0.243,0.1075,0.21,1
0.5,0.39,0.145,0.651,0.273,0.132,0.22,1
0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,1
0.435,0.35,0.12,0.4585,0.192,0.1,0.13,1
0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,1
0.71,0.565,0.195,1.817,0.785,0.492,0.49,1
0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,1
0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,1
0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,1
0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,1
0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,1
0.645,0.5,0.2,1.4285,0.639,0.305,0.36,1
0.585,0.43,0.16,0.955,0.3625,0.176,0.27,1
0.58,0.455,0.12,0.94,0.399,0.257,0.265,1
0.59,0.49,0.135,1.008,0.422,0.2245,0.285,1
0.455,0.355,0.13,0.515,0.2,0.1275,0.175,1
0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,1
0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,1
0.59,0.47,0.17,0.9,0.355,0.1905,0.25,1
0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,1
0.635,0.495,0.15,1.081,0.4825,0.242,0.31,1
0.545,0.44,0.175,0.7745,0.2985,0.1875,0.265,1
0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,1
0.44,0.345,0.105,0.4285,0.165,0.083,0.132,1
0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,1
0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,1
0.31,0.235,0.06,0.12,0.0415,0.033,0.04,1
0.52,0.38,0.14,0.525,0.1775,0.115,0.185,1
0.61,0.485,0.165,1.087,0.4255,0.232,0.38,1
0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,1
0.52,0.405,0.14,0.6915,0.276,0.137,0.215,1
0.5,0.39,0.13,0.709,0.275,0.168,0.18,1
0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,1
0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,1
0.475,0.38,0.145,0.57,0.167,0.118,0.187,1
0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,1
0.58,0.46,0.18,1.145,0.48,0.277,0.325,1
0.64,0.5,0.18,1.4995,0.593,0.314,0.431,1
0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,1
0.595,0.465,0.15,1.0255,0.412,0.2745,0.289,1
0.63,0.495,0.2,1.4255,0.659,0.336,0.38,1
0.635,0.495,0.18,1.596,0.617,0.317,0.37,1
0.635,0.495,0.195,1.297,0.556,0.2985,0.37,1
0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,1
0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,1
0.67,0.5,0.2,1.269,0.576,0.2985,0.351,1
0.68,0.52,0.165,1.4775,0.724,0.279,0.406,1
0.68,0.53,0.18,1.529,0.7635,0.3115,0.4025,1
0.725,0.53,0.19,1.7315,0.83,0.398,0.405,1
0.735,0.57,0.175,1.88,0.9095,0.387,0.488,1
0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,1
0.48,0.375,0.12,0.5895,0.2535,0.128,0.172,1
0.555,0.435,0.145,0.6975,0.262,0.1575,0.24,1
0.56,0.435,0.135,0.72,0.329,0.103,0.251,1
0.565,0.43,0.15,0.8215,0.332,0.1685,0.29,1
0.58,0.465,0.145,0.9865,0.47,0.2155,0.25,1
0.6,0.495,0.185,1.1145,0.5055,0.2635,0.367,1
0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,1
0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,1
0.64,0.495,0.17,1.2265,0.49,0.377,0.2875,1
0.66,0.525,0.2,1.463,0.6525,0.2995,0.422,1
0.71,0.565,0.2,1.601,0.706,0.321,0.45,1
0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,1
0.655,0.515,0.155,1.309,0.524,0.346,0.385,1
0.655,0.515,0.17,1.527,0.8485,0.2635,0.331,1
0.665,0.515,0.19,1.6385,0.831,0.3575,0.371,1
0.695,0.54,0.195,1.691,0.768,0.363,0.4755,1
0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,1
0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,1
0.54,0.425,0.13,0.8155,0.3675,0.1365,0.246,1
0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,1
0.58,0.44,0.125,0.7855,0.363,0.1955,0.195,1
0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,1
0.61,0.425,0.155,1.0485,0.507,0.1955,0.274,1
0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,1
0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,1
0.615,0.475,0.175,1.194,0.559,0.259,0.3165,1
0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,1
0.625,0.5,0.16,1.217,0.5725,0.207,0.355,1
0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,1
0.635,0.52,0.175,1.292,0.6,0.269,0.367,1
0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,1
0.64,0.505,0.18,1.297,0.59,0.3125,0.363,1
0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,1
0.645,0.52,0.17,1.197,0.526,0.2925,0.317,1
0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,1
0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,1
0.715,0.55,0.175,1.825,0.938,0.3805,0.44,1
0.595,0.43,0.21,1.5245,0.653,0.396,0.41,1
0.635,0.525,0.18,1.3695,0.634,0.318,0.363,1
0.64,0.495,0.165,1.307,0.678,0.292,0.266,1
0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,1
0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,1
0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,1
0.52,0.395,0.115,0.6445,0.3155,0.1245,0.186,1
0.55,0.445,0.145,0.783,0.3045,0.157,0.265,1
0.585,0.45,0.175,1.1275,0.4925,0.262,0.335,1
0.6,0.45,0.14,0.869,0.3425,0.195,0.291,1
0.61,0.495,0.16,1.089,0.469,0.198,0.384,1
0.615,0.485,0.215,0.9615,0.422,0.176,0.29,1
0.62,0.475,0.16,0.907,0.371,0.167,0.3075,1
0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,1
0.63,0.515,0.175,1.1955,0.492,0.247,0.37,1
0.635,0.505,0.165,1.251,0.577,0.227,0.3825,1
0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015,1
0.65,0.505,0.17,1.5595,0.695,0.3515,0.395,1
0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,1
0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415,1
0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,1
0.68,0.52,0.185,1.494,0.615,0.3935,0.406,1
0.68,0.56,0.195,1.664,0.58,0.3855,0.545,1
0.695,0.535,0.2,1.5855,0.667,0.334,0.471,1
0.7,0.555,0.22,1.666,0.647,0.4285,0.455,1
0.755,0.575,0.2,2.073,1.0135,0.4655,0.48,1
0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,1
0.52,0.43,0.15,0.728,0.302,0.1575,0.235,1
0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345,1
0.595,0.455,0.145,0.942,0.43,0.182,0.277,1
0.645,0.5,0.18,1.461,0.5985,0.2425,0.439,1
0.615,0.495,0.155,1.2865,0.435,0.293,0.3245,1
0.67,0.515,0.165,1.1735,0.526,0.285,0.316,1
0.675,0.505,0.16,1.532,0.74,0.357,0.3815,1
0.535,0.42,0.125,0.764,0.312,0.1505,0.265,1
0.335,0.26,0.09,0.1835,0.078,0.024,0.065,1
0.47,0.375,0.105,0.513,0.232,0.142,0.13,1
0.505,0.405,0.18,0.606,0.239,0.1235,0.18,1
0.51,0.405,0.12,0.61,0.229,0.131,0.235,1
0.5,0.385,0.135,0.551,0.2245,0.0715,0.206,1
0.565,0.44,0.115,0.9185,0.404,0.1785,0.29,1
0.59,0.415,0.15,0.8805,0.3645,0.234,0.235,1
0.45,0.335,0.14,0.478,0.1865,0.115,0.16,1
0.62,0.485,0.175,1.271,0.531,0.3075,0.37,1
0.5,0.4,0.145,0.6025,0.216,0.138,0.21,1
0.57,0.455,0.15,0.96,0.387,0.2385,0.275,1
0.595,0.5,0.165,1.06,0.402,0.28,0.275,1
0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,1
0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115,1
0.465,0.36,0.125,0.4365,0.169,0.1075,0.145,1
0.55,0.45,0.17,0.81,0.317,0.157,0.22,1
0.59,0.475,0.155,0.9715,0.371,0.235,0.28,1
0.565,0.44,0.155,0.868,0.348,0.217,0.26,1
0.495,0.375,0.15,0.597,0.2615,0.135,0.178,1
0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,1
0.4,0.31,0.11,0.314,0.138,0.057,0.1,1
0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,1
0.49,0.385,0.14,0.5425,0.198,0.127,0.175,1
0.51,0.34,0.18,0.7005,0.312,0.165,0.2,1
0.45,0.35,0.125,0.4435,0.185,0.09,0.145,1
0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104,1
0.445,0.345,0.13,0.4075,0.1365,0.0645,0.18,1
0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,1
